model,seed,episode,phase,opponent,result,reward,move_count,skill,difficulty,difficulty_name,epsilon,effective_epsilon,q_updates_enabled,q_updates,learned_states,avg_abs_q_change,max_abs_q_change,tactical_moves,epsilon_moves,q_policy_moves
No Adaptive,1,60,train,strong,player_win,-10.0,7,50.0,1,Very Easy,0.05,0.05,1,126,57,0.0,0.0,2,0,1
No Adaptive,1,61,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,128,57,0.0,0.0,1,0,1
No Adaptive,1,62,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,130,58,0.0,0.0,1,0,1
No Adaptive,1,63,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,132,58,0.0,0.0,2,0,0
No Adaptive,1,64,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,134,58,0.0,0.0,1,0,1
No Adaptive,1,65,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,136,59,0.0,0.0,1,0,1
No Adaptive,1,66,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,138,60,0.0,0.0,1,0,1
No Adaptive,1,67,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,140,61,0.0,0.0,1,0,1
No Adaptive,1,68,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,142,62,0.0,0.0,1,0,1
No Adaptive,1,69,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,144,63,0.0,0.0,1,1,0
No Adaptive,1,70,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,146,63,0.0,0.0,1,0,1
No Adaptive,1,71,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,148,63,0.0,0.0,1,0,1
No Adaptive,1,72,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,150,64,0.0,0.0,1,0,1
No Adaptive,1,73,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,152,64,0.0,0.0,1,0,1
No Adaptive,1,74,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,154,64,0.0,0.0,1,0,1
No Adaptive,1,75,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,156,64,0.0,0.0,1,0,1
No Adaptive,1,76,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,158,64,0.0,0.0,1,0,1
No Adaptive,1,77,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,160,65,0.0,0.0,1,0,1
No Adaptive,1,78,train,strong,player_win,-10.0,7,50.0,1,Very Easy,0.05,0.05,1,163,66,0.0,0.0,2,0,1
No Adaptive,1,79,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,165,66,0.0,0.0,1,0,1
No Adaptive,1,80,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,167,66,0.0,0.0,1,0,1
No Adaptive,1,81,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,169,66,0.0,0.0,1,0,1
No Adaptive,1,82,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,171,66,0.0,0.0,1,0,1
No Adaptive,1,83,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,173,66,0.0,0.0,1,0,1
No Adaptive,1,84,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,175,66,0.0,0.0,1,0,1
No Adaptive,1,85,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,177,66,0.0,0.0,1,0,1
No Adaptive,1,86,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,179,67,0.0,0.0,1,0,1
No Adaptive,1,87,train,strong,player_win,-10.0,7,50.0,1,Very Easy,0.05,0.05,1,182,68,0.0,0.0,2,1,0
No Adaptive,1,88,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,184,68,0.0,0.0,1,0,1
No Adaptive,1,89,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,186,68,0.0,0.0,2,0,0
No Adaptive,1,90,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,188,69,0.0,0.0,1,0,1
No Adaptive,1,91,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,190,69,0.0,0.0,1,0,1
No Adaptive,1,92,train,strong,player_win,-10.0,7,50.0,1,Very Easy,0.05,0.05,1,193,69,0.0,0.0,2,0,1
No Adaptive,1,93,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,195,69,0.0,0.0,1,0,1
No Adaptive,1,94,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,197,69,0.0,0.0,1,0,1
No Adaptive,1,95,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,199,69,0.0,0.0,1,0,1
No Adaptive,1,96,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,201,69,0.0,0.0,1,0,1
No Adaptive,1,97,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,203,69,0.0,0.0,1,0,1
No Adaptive,1,98,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,205,70,0.0,0.0,1,0,1
No Adaptive,1,99,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,207,71,0.0,0.0,1,0,1
No Adaptive,1,100,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,209,71,0.0,0.0,1,0,1
No Adaptive,1,101,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,211,71,0.0,0.0,2,0,0
No Adaptive,1,102,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,213,71,0.0,0.0,1,1,0
No Adaptive,1,103,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,215,71,0.0,0.0,1,0,1
No Adaptive,1,104,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,217,71,0.0,0.0,1,0,1
No Adaptive,1,105,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,219,72,0.0,0.0,1,0,1
No Adaptive,1,106,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,221,72,0.0,0.0,1,0,1
No Adaptive,1,107,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,223,72,0.0,0.0,1,0,1
No Adaptive,1,108,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,225,72,0.0,0.0,1,0,1
No Adaptive,1,109,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,227,72,0.0,0.0,1,0,1
No Adaptive,1,110,train,strong,player_win,-10.0,7,50.0,1,Very Easy,0.05,0.05,1,230,73,0.0,0.0,2,0,1
No Adaptive,1,111,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,232,73,0.0,0.0,1,0,1
No Adaptive,1,112,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,234,73,0.0,0.0,1,0,1
No Adaptive,1,113,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,236,73,0.0,0.0,1,0,1
No Adaptive,1,114,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,238,73,0.0,0.0,1,0,1
No Adaptive,1,115,train,strong,player_win,-10.0,7,50.0,1,Very Easy,0.05,0.05,1,241,73,0.0,0.0,2,0,1
No Adaptive,1,116,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,243,73,0.0,0.0,1,0,1
No Adaptive,1,117,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,245,73,0.0,0.0,1,0,1
No Adaptive,1,118,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,247,73,0.0,0.0,1,0,1
No Adaptive,1,119,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,249,74,0.0,0.0,1,0,1
No Adaptive,1,120,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,251,74,0.0,0.0,1,0,1
No Adaptive,1,121,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,253,74,0.0,0.0,1,0,1
No Adaptive,1,122,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,255,74,0.0,0.0,1,0,1
No Adaptive,1,123,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,257,74,0.0,0.0,1,0,1
No Adaptive,1,124,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,259,75,0.0,0.0,1,0,1
No Adaptive,1,125,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,261,75,0.0,0.0,1,0,1
No Adaptive,1,126,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,263,75,0.0,0.0,1,1,0
No Adaptive,1,127,train,strong,player_win,-10.0,7,50.0,1,Very Easy,0.05,0.05,1,266,77,0.0,0.0,2,0,1
No Adaptive,1,128,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,268,77,0.0,0.0,1,0,1
No Adaptive,1,129,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,270,78,0.0,0.0,1,0,1
No Adaptive,1,130,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,272,78,0.0,0.0,1,0,1
No Adaptive,1,131,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,274,78,0.0,0.0,1,0,1
No Adaptive,1,132,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,276,78,0.0,0.0,1,1,0
No Adaptive,1,133,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,278,79,0.0,0.0,1,0,1
No Adaptive,1,134,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,280,79,0.0,0.0,1,0,1
No Adaptive,1,135,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,282,79,0.0,0.0,1,0,1
No Adaptive,1,136,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,284,79,0.0,0.0,2,0,0
No Adaptive,1,137,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,286,79,0.0,0.0,1,0,1
No Adaptive,1,138,train,strong,player_win,-10.0,7,50.0,1,Very Easy,0.05,0.05,1,289,81,0.0,0.0,2,0,1
No Adaptive,1,139,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,291,82,0.0,0.0,1,0,1
No Adaptive,1,140,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,293,82,0.0,0.0,1,0,1
No Adaptive,1,141,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,295,82,0.0,0.0,1,0,1
No Adaptive,1,142,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,297,83,0.0,0.0,1,0,1
No Adaptive,1,143,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,299,83,0.0,0.0,1,0,1
No Adaptive,1,144,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,301,83,0.0,0.0,1,0,1
No Adaptive,1,145,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,303,84,0.0,0.0,1,0,1
No Adaptive,1,146,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,305,84,0.0,0.0,1,0,1
No Adaptive,1,147,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,307,84,0.0,0.0,1,0,1
No Adaptive,1,148,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,309,85,0.0,0.0,1,0,1
No Adaptive,1,149,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,311,85,0.0,0.0,1,0,1
No Adaptive,1,150,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,313,85,0.0,0.0,1,0,1
No Adaptive,1,151,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,315,85,0.0,0.0,1,0,1
No Adaptive,1,152,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,317,85,0.0,0.0,1,0,1
No Adaptive,1,153,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,319,85,0.0,0.0,1,0,1
No Adaptive,1,154,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,321,85,0.0,0.0,1,0,1
No Adaptive,1,155,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,323,85,0.0,0.0,1,0,1
No Adaptive,1,156,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,325,85,0.0,0.0,1,0,1
No Adaptive,1,157,train,strong,player_win,-10.0,7,50.0,1,Very Easy,0.05,0.05,1,328,87,0.0,0.0,2,0,1
No Adaptive,1,158,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,330,88,0.0,0.0,1,0,1
No Adaptive,1,159,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,332,88,0.0,0.0,1,0,1
No Adaptive,1,160,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,334,88,0.0,0.0,1,0,1
No Adaptive,1,161,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,336,88,0.0,0.0,1,0,1
No Adaptive,1,162,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,338,88,0.0,0.0,1,0,1
No Adaptive,1,163,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,340,88,0.0,0.0,1,1,0
No Adaptive,1,164,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,342,88,0.0,0.0,1,0,1
No Adaptive,1,165,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,344,88,0.0,0.0,1,0,1
No Adaptive,1,166,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,346,88,0.0,0.0,1,0,1
No Adaptive,1,167,train,strong,player_win,-10.0,7,50.0,1,Very Easy,0.05,0.05,1,349,89,0.0,0.0,2,0,1
No Adaptive,1,168,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,351,89,0.0,0.0,1,0,1
No Adaptive,1,169,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,353,90,0.0,0.0,1,0,1
No Adaptive,1,170,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,355,90,0.0,0.0,1,0,1
No Adaptive,1,171,train,strong,player_win,-10.0,7,50.0,1,Very Easy,0.05,0.05,1,358,90,0.0,0.0,2,0,1
No Adaptive,1,172,train,strong,player_win,-10.0,7,50.0,1,Very Easy,0.05,0.05,1,361,91,0.0,0.0,2,0,1
No Adaptive,1,173,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,363,91,0.0,0.0,1,0,1
No Adaptive,1,174,train,strong,player_win,-10.0,7,50.0,1,Very Easy,0.05,0.05,1,366,91,0.0,0.0,2,0,1
No Adaptive,1,175,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,368,91,0.0,0.0,1,0,1
No Adaptive,1,176,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,370,91,0.0,0.0,1,0,1
No Adaptive,1,177,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,372,91,0.0,0.0,1,0,1
No Adaptive,1,178,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,374,91,0.0,0.0,1,0,1
No Adaptive,1,179,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,376,91,0.0,0.0,1,0,1
No Adaptive,1,180,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,378,91,0.0,0.0,1,0,1
No Adaptive,1,181,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,380,91,0.0,0.0,1,0,1
No Adaptive,1,182,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,382,91,0.0,0.0,1,0,1
No Adaptive,1,183,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,384,91,0.0,0.0,1,1,0
No Adaptive,1,184,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,386,91,0.0,0.0,1,0,1
No Adaptive,1,185,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,388,91,0.0,0.0,1,0,1
No Adaptive,1,186,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,390,91,0.0,0.0,1,1,0
No Adaptive,1,187,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,392,91,0.0,0.0,2,0,0
No Adaptive,1,188,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,394,91,0.0,0.0,1,0,1
No Adaptive,1,189,train,strong,player_win,-10.0,7,50.0,1,Very Easy,0.05,0.05,1,397,91,0.0,0.0,2,0,1
No Adaptive,1,190,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,399,91,0.0,0.0,1,0,1
No Adaptive,1,191,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,401,91,0.0,0.0,1,0,1
No Adaptive,1,192,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,403,91,0.0,0.0,1,0,1
No Adaptive,1,193,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,405,91,0.0,0.0,1,0,1
No Adaptive,1,194,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,407,91,0.0,0.0,1,0,1
No Adaptive,1,195,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,409,91,0.0,0.0,1,0,1
No Adaptive,1,196,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,411,91,0.0,0.0,1,0,1
No Adaptive,1,197,train,strong,player_win,-10.0,5,50.0,1,Very Easy,0.05,0.05,1,413,92,0.0,0.0,1,0,1
