model,seed,episode,phase,opponent,result,reward,move_count,skill,difficulty,difficulty_name,epsilon,effective_epsilon,q_updates_enabled,q_updates,learned_states,avg_abs_q_change,max_abs_q_change,tactical_moves,epsilon_moves,q_policy_moves
No Tactical,1,18,train,random,player_win,-10.0,7,14.0,1,Very Easy,0.3972143184582181,0.5362393299185945,1,84,77,0.0,0.0,0,3,0
No Tactical,1,19,train,random,player_win,-10.0,7,24.0,1,Very Easy,0.37735360253530714,0.5094273634226647,1,87,80,0.0,0.0,0,1,2
No Tactical,1,20,train,random,player_win,-10.0,5,34.0,2,Easy,0.35848592240854177,0.39433451464939595,1,89,81,0.0,0.0,0,2,0
No Tactical,1,21,train,random,player_win,-10.0,7,44.0,2,Easy,0.34056162628811465,0.37461778891692615,1,92,83,0.0,0.0,0,1,2
No Tactical,1,22,train,random,player_win,-10.0,5,54.0,3,Normal,0.3235335449737089,0.2588268359789671,1,94,84,0.0,0.0,0,1,1
No Tactical,1,23,train,random,agent_win,10.0,12,46.0,3,Normal,0.30735686772502346,0.2458854941800188,1,100,89,3.0,3.0,0,1,5
No Tactical,1,24,train,random,player_win,-10.0,11,56.0,3,Normal,0.2919890243387723,0.23359121947101782,1,105,94,0.0,0.0,0,2,3
No Tactical,1,25,train,random,player_win,-10.0,9,66.0,4,Hard,0.27738957312183365,0.13869478656091683,1,109,97,0.0,0.0,0,1,3
No Tactical,1,26,train,random,player_win,-10.0,11,76.0,4,Hard,0.263520094465742,0.131760047232871,1,114,101,0.0,0.0,0,1,4
No Tactical,1,27,train,random,player_win,-10.0,7,86.0,5,Expert,0.25034408974245487,0.06258602243561372,1,117,103,0.0,0.0,0,0,3
No Tactical,1,28,train,random,player_win,-10.0,13,96.0,5,Expert,0.2378268852553321,0.059456721313833026,1,123,108,0.0,0.0,0,0,6
No Tactical,1,29,train,random,player_win,-10.0,9,100.0,5,Expert,0.2259355409925655,0.05648388524814137,1,127,111,0.0,0.0,0,0,4
No Tactical,1,30,train,random,player_win,-10.0,11,100.0,5,Expert,0.2146387639429372,0.0536596909857343,1,132,115,0.0,0.0,0,0,5
No Tactical,1,31,train,random,player_win,-10.0,11,100.0,5,Expert,0.20390682574579033,0.05097670643644758,1,137,119,0.0,0.0,0,0,5
No Tactical,1,32,train,random,player_win,-10.0,7,100.0,5,Expert,0.1937114844585008,0.05,1,140,121,0.0,0.0,0,0,3
No Tactical,1,33,train,random,player_win,-10.0,11,100.0,5,Expert,0.18402591023557577,0.05,1,145,126,0.0,0.0,0,1,4
No Tactical,1,34,train,random,agent_win,10.0,6,92.0,5,Expert,0.17482461472379698,0.05,1,148,128,3.0,3.0,0,0,3
No Tactical,1,35,train,random,agent_win,10.0,10,84.0,5,Expert,0.16608338398760714,0.05,1,153,132,3.0,3.0,0,0,5
No Tactical,1,36,train,random,agent_win,10.0,6,76.0,4,Hard,0.15777921478822676,0.07888960739411338,1,156,134,3.0,3.0,0,0,3
No Tactical,1,37,train,random,agent_win,10.0,8,68.0,4,Hard,0.14989025404881542,0.07494512702440771,1,160,137,3.0,3.0,0,1,3
No Tactical,1,38,train,random,player_win,-10.0,15,78.0,4,Hard,0.14239574134637464,0.07119787067318732,1,167,144,0.0,0.0,0,0,7
No Tactical,1,39,train,random,player_win,-10.0,7,88.0,5,Expert,0.1352759542790559,0.05,1,170,146,0.0,0.0,0,1,2
No Tactical,1,40,train,random,player_win,-10.0,11,98.0,5,Expert,0.1285121565651031,0.05,1,175,150,0.0,0.0,0,0,5
No Tactical,1,41,train,random,agent_win,10.0,12,90.0,5,Expert,0.12208654873684793,0.05,1,181,155,3.0,3.0,0,0,6
No Tactical,1,42,train,random,player_win,-10.0,9,100.0,5,Expert,0.11598222130000553,0.05,1,185,158,0.0,0.0,0,0,4
No Tactical,1,43,train,random,player_win,-10.0,11,100.0,5,Expert,0.11018311023500525,0.05,1,190,162,0.0,0.0,0,0,5
No Tactical,1,44,train,random,player_win,-10.0,9,100.0,5,Expert,0.10467395472325498,0.05,1,194,165,0.0,0.0,0,0,4
No Tactical,1,45,train,random,player_win,-10.0,5,100.0,5,Expert,0.09944025698709223,0.05,1,196,166,0.0,0.0,0,0,2
No Tactical,1,46,train,random,player_win,-10.0,11,100.0,5,Expert,0.09446824413773762,0.05,1,201,171,0.0,0.0,0,1,4
No Tactical,1,47,train,random,agent_win,10.0,8,92.0,5,Expert,0.08974483193085074,0.05,1,205,174,3.0,3.0,0,0,4
No Tactical,1,48,train,random,player_win,-10.0,11,100.0,5,Expert,0.0852575903343082,0.05,1,210,178,0.0,0.0,0,0,5
No Tactical,1,49,train,random,player_win,-10.0,9,100.0,5,Expert,0.08099471081759278,0.05,1,214,181,0.0,0.0,0,0,4
No Tactical,1,50,train,random,player_win,-10.0,13,100.0,5,Expert,0.07694497527671314,0.05,1,220,186,0.0,0.0,0,0,6
No Tactical,1,51,train,random,agent_win,10.0,14,92.0,5,Expert,0.07309772651287748,0.05,1,227,192,3.0,3.0,0,2,5
No Tactical,1,52,train,random,player_win,-10.0,13,100.0,5,Expert,0.0694428401872336,0.05,1,233,197,0.0,0.0,0,0,6
No Tactical,1,53,train,random,player_win,-10.0,9,100.0,5,Expert,0.0659706981778719,0.05,1,237,200,0.0,0.0,0,0,4
No Tactical,1,54,train,random,player_win,-10.0,13,100.0,5,Expert,0.0626721632689783,0.05,1,243,205,0.0,0.0,0,1,5
No Tactical,1,55,train,random,agent_win,10.0,10,92.0,5,Expert,0.059538555105529384,0.05,1,248,209,3.0,3.0,0,0,5
No Tactical,1,56,train,random,player_win,-10.0,11,100.0,5,Expert,0.05656162735025291,0.05,1,253,213,0.0,0.0,0,0,5
No Tactical,1,57,train,random,agent_win,10.0,10,92.0,5,Expert,0.053733545982740265,0.05,1,258,217,3.0,3.0,0,0,5
No Tactical,1,58,train,random,player_win,-10.0,7,100.0,5,Expert,0.05104686868360325,0.05,1,261,219,0.0,0.0,0,0,3
No Tactical,1,59,train,random,player_win,-10.0,7,100.0,5,Expert,0.05,0.05,1,264,221,0.0,0.0,0,0,3
No Tactical,1,60,train,random,agent_win,10.0,8,92.0,5,Expert,0.05,0.05,1,268,224,3.0,3.0,0,0,4
No Tactical,1,61,train,random,player_win,-10.0,7,100.0,5,Expert,0.05,0.05,1,271,226,0.0,0.0,0,0,3
No Tactical,1,62,train,random,player_win,-10.0,9,100.0,5,Expert,0.05,0.05,1,275,229,0.0,0.0,0,0,4
No Tactical,1,63,train,random,agent_win,10.0,14,92.0,5,Expert,0.05,0.05,1,282,235,3.0,3.0,0,1,6
No Tactical,1,64,train,random,player_win,-10.0,9,100.0,5,Expert,0.05,0.05,1,286,238,0.0,0.0,0,0,4
No Tactical,1,65,train,random,agent_win,10.0,12,92.0,5,Expert,0.05,0.05,1,292,243,3.0,3.0,0,0,6
No Tactical,1,66,train,random,player_win,-10.0,11,100.0,5,Expert,0.05,0.05,1,297,247,0.0,0.0,0,1,4
No Tactical,1,67,train,random,player_win,-10.0,7,100.0,5,Expert,0.05,0.05,1,300,249,0.0,0.0,0,0,3
No Tactical,1,68,train,random,player_win,-10.0,7,100.0,5,Expert,0.05,0.05,1,303,251,0.0,0.0,0,0,3
No Tactical,1,69,train,random,player_win,-10.0,9,100.0,5,Expert,0.05,0.05,1,307,254,0.0,0.0,0,0,4
No Tactical,1,70,train,random,agent_win,10.0,12,92.0,5,Expert,0.05,0.05,1,313,259,3.0,3.0,0,1,5
No Tactical,1,71,train,random,agent_win,10.0,12,84.0,5,Expert,0.05,0.05,1,319,264,3.0,3.0,0,1,5
No Tactical,1,72,train,random,player_win,-10.0,13,94.0,5,Expert,0.05,0.05,1,325,269,0.0,0.0,0,0,6
No Tactical,1,73,train,random,agent_win,10.0,12,86.0,5,Expert,0.05,0.05,1,331,274,3.0,3.0,0,0,6
No Tactical,1,74,train,random,agent_win,10.0,6,78.0,4,Hard,0.05,0.05,1,334,276,3.0,3.0,0,0,3
No Tactical,1,75,train,random,player_win,-10.0,11,88.0,5,Expert,0.05,0.05,1,339,280,0.0,0.0,0,1,4
No Tactical,1,76,train,random,player_win,-10.0,7,98.0,5,Expert,0.05,0.05,1,342,282,0.0,0.0,0,1,2
No Tactical,1,77,train,random,player_win,-10.0,9,100.0,5,Expert,0.05,0.05,1,346,285,0.0,0.0,0,0,4
No Tactical,1,78,train,random,agent_win,10.0,12,92.0,5,Expert,0.05,0.05,1,352,290,3.0,3.0,0,0,6
No Tactical,1,79,train,random,agent_win,10.0,8,84.0,5,Expert,0.05,0.05,1,356,293,3.0,3.0,0,0,4
No Tactical,1,80,train,random,player_win,-10.0,9,94.0,5,Expert,0.05,0.05,1,360,295,0.0,0.0,0,0,4
No Tactical,1,81,train,random,agent_win,10.0,8,86.0,5,Expert,0.05,0.05,1,364,298,3.0,3.0,0,0,4
No Tactical,1,82,train,random,player_win,-10.0,9,96.0,5,Expert,0.05,0.05,1,368,301,0.0,0.0,0,0,4
No Tactical,1,83,train,random,player_win,-10.0,11,100.0,5,Expert,0.05,0.05,1,373,305,0.0,0.0,0,0,5
No Tactical,1,84,train,random,agent_win,10.0,8,92.0,5,Expert,0.05,0.05,1,377,308,3.0,3.0,0,0,4
No Tactical,1,85,train,random,agent_win,10.0,12,84.0,5,Expert,0.05,0.05,1,383,313,3.0,3.0,0,1,5
No Tactical,1,86,train,random,agent_win,10.0,10,76.0,4,Hard,0.05,0.05,1,388,316,3.0,3.0,0,0,5
No Tactical,1,87,train,random,player_win,-10.0,11,86.0,5,Expert,0.05,0.05,1,393,320,0.0,0.0,0,0,5
No Tactical,1,88,train,random,player_win,-10.0,7,96.0,5,Expert,0.05,0.05,1,396,322,0.0,0.0,0,0,3
No Tactical,1,89,train,random,agent_win,10.0,14,88.0,5,Expert,0.05,0.05,1,403,328,3.0,3.0,0,1,6
No Tactical,1,90,train,random,player_win,-10.0,9,98.0,5,Expert,0.05,0.05,1,407,331,0.0,0.0,0,1,3
No Tactical,1,91,train,random,agent_win,10.0,12,90.0,5,Expert,0.05,0.05,1,413,336,3.0,3.0,0,2,4
No Tactical,1,92,train,random,player_win,-10.0,9,100.0,5,Expert,0.05,0.05,1,417,339,0.0,0.0,0,0,4
No Tactical,1,93,train,random,agent_win,10.0,12,92.0,5,Expert,0.05,0.05,1,423,344,3.0,3.0,0,0,6
No Tactical,1,94,train,random,agent_win,10.0,8,84.0,5,Expert,0.05,0.05,1,427,347,3.0,3.0,0,0,4
No Tactical,1,95,train,random,player_win,-10.0,7,94.0,5,Expert,0.05,0.05,1,430,349,0.0,0.0,0,0,3
No Tactical,1,96,train,random,player_win,-10.0,13,100.0,5,Expert,0.05,0.05,1,436,354,0.0,0.0,0,1,5
No Tactical,1,97,train,random,agent_win,10.0,12,92.0,5,Expert,0.05,0.05,1,442,359,3.0,3.0,0,2,4
No Tactical,1,98,train,random,player_win,-10.0,7,100.0,5,Expert,0.05,0.05,1,445,361,0.0,0.0,0,0,3
No Tactical,1,99,train,random,player_win,-10.0,11,100.0,5,Expert,0.05,0.05,1,450,365,0.0,0.0,0,1,4
No Tactical,1,100,train,random,agent_win,10.0,12,92.0,5,Expert,0.05,0.05,1,456,370,3.0,3.0,0,0,6
No Tactical,1,101,train,random,player_win,-10.0,11,100.0,5,Expert,0.05,0.05,1,461,374,0.0,0.0,0,0,5
No Tactical,1,102,train,random,player_win,-10.0,9,100.0,5,Expert,0.05,0.05,1,465,376,0.0,0.0,0,0,4
No Tactical,1,103,train,random,agent_win,10.0,8,92.0,5,Expert,0.05,0.05,1,469,379,3.0,3.0,0,0,4
No Tactical,1,104,train,random,player_win,-10.0,9,100.0,5,Expert,0.05,0.05,1,473,382,0.0,0.0,0,0,4
No Tactical,1,105,train,random,agent_win,10.0,8,92.0,5,Expert,0.05,0.05,1,477,385,3.0,3.0,0,0,4
No Tactical,1,106,train,random,player_win,-10.0,7,100.0,5,Expert,0.05,0.05,1,480,387,0.0,0.0,0,0,3
No Tactical,1,107,train,random,player_win,-10.0,7,100.0,5,Expert,0.05,0.05,1,483,389,0.0,0.0,0,0,3
No Tactical,1,108,train,random,player_win,-10.0,9,100.0,5,Expert,0.05,0.05,1,487,392,0.0,0.0,0,0,4
No Tactical,1,109,train,random,agent_win,10.0,12,92.0,5,Expert,0.05,0.05,1,493,397,3.0,3.0,0,1,5
No Tactical,1,110,train,random,player_win,-10.0,9,100.0,5,Expert,0.05,0.05,1,497,400,0.0,0.0,0,0,4
No Tactical,1,111,train,random,player_win,-10.0,13,100.0,5,Expert,0.05,0.05,1,503,405,0.0,0.0,0,0,6
No Tactical,1,112,train,random,agent_win,10.0,8,92.0,5,Expert,0.05,0.05,1,507,408,3.0,3.0,0,1,3
No Tactical,1,113,train,random,player_win,-10.0,13,100.0,5,Expert,0.05,0.05,1,513,413,0.0,0.0,0,0,6
No Tactical,1,114,train,random,agent_win,10.0,10,92.0,5,Expert,0.05,0.05,1,518,417,3.0,3.0,0,0,5
No Tactical,1,115,train,random,agent_win,10.0,8,84.0,5,Expert,0.05,0.05,1,522,420,3.0,3.0,0,1,3
No Tactical,1,116,train,random,player_win,-10.0,11,94.0,5,Expert,0.05,0.05,1,527,424,0.0,0.0,0,0,5
No Tactical,1,117,train,random,player_win,-10.0,9,100.0,5,Expert,0.05,0.05,1,531,427,0.0,0.0,0,0,4
No Tactical,1,118,train,random,agent_win,10.0,6,92.0,5,Expert,0.05,0.05,1,534,429,3.0,3.0,0,0,3
No Tactical,1,119,train,random,player_win,-10.0,13,100.0,5,Expert,0.05,0.05,1,540,434,0.0,0.0,0,0,6
No Tactical,1,120,train,random,agent_win,10.0,12,92.0,5,Expert,0.05,0.05,1,546,439,3.0,3.0,0,0,6
No Tactical,1,121,train,random,player_win,-10.0,9,100.0,5,Expert,0.05,0.05,1,550,442,0.0,0.0,0,1,3
No Tactical,1,122,train,random,agent_win,10.0,12,92.0,5,Expert,0.05,0.05,1,556,447,3.0,3.0,0,0,6
No Tactical,1,123,train,random,player_win,-10.0,9,100.0,5,Expert,0.05,0.05,1,560,450,0.0,0.0,0,0,4
No Tactical,1,124,train,random,player_win,-10.0,13,100.0,5,Expert,0.05,0.05,1,566,455,0.0,0.0,0,0,6
No Tactical,1,125,train,random,player_win,-10.0,7,100.0,5,Expert,0.05,0.05,1,569,457,0.0,0.0,0,0,3
No Tactical,1,126,train,random,player_win,-10.0,5,100.0,5,Expert,0.05,0.05,1,571,457,0.0,0.0,0,0,2
No Tactical,1,127,train,random,agent_win,10.0,12,92.0,5,Expert,0.05,0.05,1,577,462,3.0,3.0,0,0,6
No Tactical,1,128,train,random,agent_win,10.0,12,84.0,5,Expert,0.05,0.05,1,583,467,3.0,3.0,0,0,6
No Tactical,1,129,train,random,agent_win,10.0,12,76.0,4,Hard,0.05,0.05,1,589,472,3.0,3.0,0,0,6
No Tactical,1,130,train,random,player_win,-10.0,13,86.0,5,Expert,0.05,0.05,1,595,477,0.0,0.0,0,1,5
No Tactical,1,131,train,random,agent_win,10.0,8,78.0,4,Hard,0.05,0.05,1,599,480,3.0,3.0,0,0,4
No Tactical,1,132,train,random,player_win,-10.0,9,88.0,5,Expert,0.05,0.05,1,603,483,0.0,0.0,0,0,4
No Tactical,1,133,train,random,agent_win,10.0,10,80.0,5,Expert,0.05,0.05,1,608,487,3.0,3.0,0,0,5
No Tactical,1,134,train,random,player_win,-10.0,13,90.0,5,Expert,0.05,0.05,1,614,492,0.0,0.0,0,0,6
No Tactical,1,135,train,random,player_win,-10.0,7,100.0,5,Expert,0.05,0.05,1,617,494,0.0,0.0,0,0,3
No Tactical,1,136,train,random,player_win,-10.0,11,100.0,5,Expert,0.05,0.05,1,622,498,0.0,0.0,0,0,5
No Tactical,1,137,train,random,agent_win,10.0,12,92.0,5,Expert,0.05,0.05,1,628,503,3.0,3.0,0,0,6
No Tactical,1,138,train,random,agent_win,10.0,16,84.0,5,Expert,0.05,0.05,1,636,509,3.0,3.0,0,0,8
No Tactical,1,139,train,random,agent_win,10.0,10,76.0,4,Hard,0.05,0.05,1,641,513,3.0,3.0,0,0,5
No Tactical,1,140,train,random,player_win,-10.0,5,86.0,5,Expert,0.05,0.05,1,643,514,0.0,0.0,0,0,2
No Tactical,1,141,train,random,agent_win,10.0,10,78.0,4,Hard,0.05,0.05,1,648,518,3.0,3.0,0,0,5
No Tactical,1,142,train,random,agent_win,10.0,14,70.0,4,Hard,0.05,0.05,1,655,524,3.0,3.0,0,0,7
No Tactical,1,143,train,random,player_win,-10.0,11,80.0,5,Expert,0.05,0.05,1,660,528,0.0,0.0,0,0,5
No Tactical,1,144,train,random,player_win,-10.0,9,90.0,5,Expert,0.05,0.05,1,664,531,0.0,0.0,0,0,4
No Tactical,1,145,train,random,player_win,-10.0,9,100.0,5,Expert,0.05,0.05,1,668,534,0.0,0.0,0,0,4
No Tactical,1,146,train,random,player_win,-10.0,13,100.0,5,Expert,0.05,0.05,1,674,539,0.0,0.0,0,0,6
No Tactical,1,147,train,random,agent_win,10.0,8,92.0,5,Expert,0.05,0.05,1,678,542,3.0,3.0,0,0,4
No Tactical,1,148,train,random,agent_win,10.0,10,84.0,5,Expert,0.05,0.05,1,683,546,3.0,3.0,0,0,5
No Tactical,1,149,train,random,agent_win,10.0,10,76.0,4,Hard,0.05,0.05,1,688,550,3.0,3.0,0,0,5
No Tactical,1,150,train,random,player_win,-10.0,11,86.0,5,Expert,0.05,0.05,1,693,554,0.0,0.0,0,0,5
No Tactical,1,151,train,random,player_win,-10.0,13,96.0,5,Expert,0.05,0.05,1,699,559,0.0,0.0,0,0,6
No Tactical,1,152,train,random,player_win,-10.0,9,100.0,5,Expert,0.05,0.05,1,703,562,0.0,0.0,0,0,4
No Tactical,1,153,train,random,agent_win,10.0,8,92.0,5,Expert,0.05,0.05,1,707,565,3.0,3.0,0,0,4
No Tactical,1,154,train,random,agent_win,10.0,10,84.0,5,Expert,0.05,0.05,1,712,569,3.0,3.0,0,0,5
No Tactical,1,155,train,random,agent_win,10.0,14,76.0,4,Hard,0.05,0.05,1,719,575,3.0,3.0,0,0,7
No Tactical,1,156,train,random,agent_win,10.0,12,68.0,4,Hard,0.05,0.05,1,725,580,3.0,3.0,0,1,5
No Tactical,1,157,train,random,agent_win,10.0,8,60.0,3,Normal,0.05,0.05,1,729,583,3.0,3.0,0,0,4
No Tactical,1,158,train,random,player_win,-10.0,5,70.0,4,Hard,0.05,0.05,1,731,584,0.0,0.0,0,0,2
No Tactical,1,159,train,random,player_win,-10.0,13,80.0,5,Expert,0.05,0.05,1,737,589,0.0,0.0,0,1,5
No Tactical,1,160,train,random,player_win,-10.0,7,90.0,5,Expert,0.05,0.05,1,740,591,0.0,0.0,0,0,3
No Tactical,1,161,train,random,agent_win,10.0,8,82.0,5,Expert,0.05,0.05,1,744,594,3.0,3.0,0,1,3
No Tactical,1,162,train,random,player_win,-10.0,11,92.0,5,Expert,0.05,0.05,1,749,598,0.0,0.0,0,0,5
No Tactical,1,163,train,random,player_win,-10.0,13,100.0,5,Expert,0.05,0.05,1,755,603,0.0,0.0,0,1,5
No Tactical,1,164,train,random,player_win,-10.0,9,100.0,5,Expert,0.05,0.05,1,759,605,0.0,0.0,0,0,4
No Tactical,1,165,train,random,player_win,-10.0,11,100.0,5,Expert,0.05,0.05,1,764,609,0.0,0.0,0,2,3
No Tactical,1,166,train,random,player_win,-10.0,11,100.0,5,Expert,0.05,0.05,1,769,613,0.0,0.0,0,0,5
No Tactical,1,167,train,random,agent_win,10.0,8,92.0,5,Expert,0.05,0.05,1,773,615,3.0,3.0,0,0,4
No Tactical,1,168,train,random,agent_win,10.0,12,84.0,5,Expert,0.05,0.05,1,779,620,3.0,3.0,0,0,6
No Tactical,1,169,train,random,agent_win,10.0,8,76.0,4,Hard,0.05,0.05,1,783,623,3.0,3.0,0,0,4
No Tactical,1,170,train,random,player_win,-10.0,9,86.0,5,Expert,0.05,0.05,1,787,626,0.0,0.0,0,0,4
No Tactical,1,171,train,random,agent_win,10.0,8,78.0,4,Hard,0.05,0.05,1,791,629,3.0,3.0,0,0,4
No Tactical,1,172,train,random,player_win,-10.0,13,88.0,5,Expert,0.05,0.05,1,797,634,0.0,0.0,0,1,5
No Tactical,1,173,train,random,player_win,-10.0,11,98.0,5,Expert,0.05,0.05,1,802,638,0.0,0.0,0,0,5
No Tactical,1,174,train,random,player_win,-10.0,11,100.0,5,Expert,0.05,0.05,1,807,642,0.0,0.0,0,1,4
No Tactical,1,175,train,random,player_win,-10.0,7,100.0,5,Expert,0.05,0.05,1,810,644,0.0,0.0,0,0,3
No Tactical,1,176,train,random,player_win,-10.0,5,100.0,5,Expert,0.05,0.05,1,812,645,0.0,0.0,0,0,2
No Tactical,1,177,train,random,player_win,-10.0,9,100.0,5,Expert,0.05,0.05,1,816,648,0.0,0.0,0,0,4
No Tactical,1,178,train,random,player_win,-10.0,11,100.0,5,Expert,0.05,0.05,1,821,652,0.0,0.0,0,0,5
No Tactical,1,179,train,random,player_win,-10.0,9,100.0,5,Expert,0.05,0.05,1,825,654,0.0,0.0,0,1,3
No Tactical,1,180,train,random,player_win,-10.0,13,100.0,5,Expert,0.05,0.05,1,831,659,0.0,0.0,0,1,5
No Tactical,1,181,train,random,player_win,-10.0,5,100.0,5,Expert,0.05,0.05,1,833,660,0.0,0.0,0,0,2
No Tactical,1,182,train,random,player_win,-10.0,7,100.0,5,Expert,0.05,0.05,1,836,662,0.0,0.0,0,0,3
No Tactical,1,183,train,random,player_win,-10.0,11,100.0,5,Expert,0.05,0.05,1,841,666,0.0,0.0,0,0,5
No Tactical,1,184,train,random,player_win,-10.0,11,100.0,5,Expert,0.05,0.05,1,846,670,0.0,0.0,0,1,4
No Tactical,1,185,train,random,player_win,-10.0,11,100.0,5,Expert,0.05,0.05,1,851,674,0.0,0.0,0,0,5
No Tactical,1,186,train,random,agent_win,10.0,12,92.0,5,Expert,0.05,0.05,1,857,679,3.0,3.0,0,0,6
No Tactical,1,187,train,random,agent_win,10.0,16,84.0,5,Expert,0.05,0.05,1,865,685,3.0,3.0,0,1,7
No Tactical,1,188,train,random,player_win,-10.0,15,94.0,5,Expert,0.05,0.05,1,872,691,0.0,0.0,0,2,5
No Tactical,1,189,train,random,player_win,-10.0,9,100.0,5,Expert,0.05,0.05,1,876,694,0.0,0.0,0,0,4
No Tactical,1,190,train,random,player_win,-10.0,11,100.0,5,Expert,0.05,0.05,1,881,698,0.0,0.0,0,0,5
No Tactical,1,191,train,random,player_win,-10.0,11,100.0,5,Expert,0.05,0.05,1,886,701,0.0,0.0,0,0,5
No Tactical,1,192,train,random,player_win,-10.0,13,100.0,5,Expert,0.05,0.05,1,892,705,0.0,0.0,0,0,6
No Tactical,1,193,train,random,player_win,-10.0,5,100.0,5,Expert,0.05,0.05,1,894,706,0.0,0.0,0,0,2
No Tactical,1,194,train,random,agent_win,10.0,8,92.0,5,Expert,0.05,0.05,1,898,708,3.0,3.0,0,0,4
No Tactical,1,195,train,random,agent_win,10.0,12,84.0,5,Expert,0.05,0.05,1,904,713,3.0,3.0,0,1,5
No Tactical,1,196,train,random,draw,3.0,16,87.0,5,Expert,0.05,0.05,1,912,720,0.8999999999999999,0.8999999999999999,0,1,7
No Tactical,1,197,train,random,agent_win,10.0,6,79.0,4,Hard,0.05,0.05,1,915,721,3.0,3.0,0,0,3
No Tactical,1,198,train,random,player_win,-10.0,5,89.0,5,Expert,0.05,0.05,1,917,722,0.0,0.0,0,0,2
No Tactical,1,199,train,random,agent_win,10.0,10,81.0,5,Expert,0.05,0.05,1,922,726,3.0,3.0,0,2,3
No Tactical,1,200,train,random,player_win,-10.0,13,91.0,5,Expert,0.05,0.05,1,928,731,0.0,0.0,0,1,5
No Tactical,1,201,train,random,agent_win,10.0,10,83.0,5,Expert,0.05,0.05,1,933,735,3.0,3.0,0,0,5
No Tactical,1,202,train,random,player_win,-10.0,11,93.0,5,Expert,0.05,0.05,1,938,739,0.0,0.0,0,1,4
No Tactical,1,203,train,random,agent_win,10.0,14,85.0,5,Expert,0.05,0.05,1,945,745,3.0,3.0,0,0,7
No Tactical,1,204,train,random,player_win,-10.0,13,95.0,5,Expert,0.05,0.05,1,951,750,0.0,0.0,0,0,6
No Tactical,1,205,train,random,agent_win,10.0,10,87.0,5,Expert,0.05,0.05,1,956,754,3.0,3.0,0,0,5
No Tactical,1,206,train,random,player_win,-10.0,13,97.0,5,Expert,0.05,0.05,1,962,759,0.0,0.0,0,0,6
No Tactical,1,207,train,random,player_win,-10.0,7,100.0,5,Expert,0.05,0.05,1,965,760,0.0,0.0,0,0,3
No Tactical,1,208,train,random,player_win,-10.0,13,100.0,5,Expert,0.05,0.05,1,971,765,0.0,0.0,0,0,6
No Tactical,1,209,train,random,agent_win,10.0,8,92.0,5,Expert,0.05,0.05,1,975,768,3.0,3.0,0,0,4
No Tactical,1,210,train,random,player_win,-10.0,9,100.0,5,Expert,0.05,0.05,1,979,771,0.0,0.0,0,0,4
No Tactical,1,211,train,random,agent_win,10.0,8,92.0,5,Expert,0.05,0.05,1,983,774,3.0,3.0,0,1,3
