model,seed,episode,result,reward,move_count,agent_win_rate,player_win_rate,draw_rate,skill,skill_change,difficulty,difficulty_name,epsilon,effective_epsilon,avg_q_change,max_q_change,q_updates,episode_q_updates,learned_states,tactical_moves,epsilon_moves,q_policy_moves,use_q_learning,use_tactical,use_adaptive,use_epsilon
Full Model,2,9,P,-10.0,7,55.55555555555556,44.44444444444444,0.0,50,10,3,Normal,0.6302494097246091,0.5041995277796872,1.0,3.0,39,3,37,0,2,1,True,True,True,True
Full Model,2,10,A,10.0,12,60.0,40.0,0.0,42,-8,2,Easy,0.5987369392383786,0.6586106331622165,0.5,3.0,45,6,42,1,3,2,True,True,True,True
Full Model,2,11,P,-10.0,13,54.54545454545455,45.45454545454545,0.0,60,18,3,Normal,0.5688000922764596,0.4550400738211677,0.5,3.0,51,6,47,0,6,0,True,True,True,True
Full Model,2,12,A,10.0,8,58.333333333333336,41.666666666666664,0.0,42,-18,2,Easy,0.5403600876626365,0.5943960964289002,0.75,3.0,55,4,51,2,1,1,True,True,True,True
Full Model,2,13,A,10.0,6,61.53846153846154,38.46153846153846,0.0,42,0,2,Easy,0.5133420832795047,0.5646762916074552,1.0,3.0,58,3,54,0,1,2,True,True,True,True
Full Model,2,14,A,10.0,6,64.28571428571429,35.714285714285715,0.0,42,0,2,Easy,0.48767497911552943,0.5364424770270824,1.0,3.0,61,3,56,2,0,1,True,True,True,True
Full Model,2,15,A,10.0,12,66.66666666666667,33.333333333333336,0.0,24,-18,1,Very Easy,0.46329123015975293,0.6254431607156665,0.5,3.0,67,6,61,2,2,2,True,True,True,True
Full Model,2,16,P,-10.0,13,62.5,37.5,0.0,42,18,2,Easy,0.44012666865176525,0.4841393355169418,0.5,3.0,73,6,66,0,3,3,True,True,True,True
Full Model,2,17,A,10.0,10,64.70588235294117,35.294117647058826,0.0,42,0,2,Easy,0.41812033521917696,0.4599323687410947,0.6,3.0,78,5,71,1,2,2,True,True,True,True
Full Model,2,18,A,10.0,6,66.66666666666667,33.333333333333336,0.0,24,-18,1,Very Easy,0.3972143184582181,0.5362393299185945,1.0,3.0,81,3,73,1,1,1,True,True,True,True
Full Model,2,19,A,10.0,10,68.42105263157895,31.57894736842105,0.0,6,-18,1,Very Easy,0.37735360253530714,0.5094273634226647,0.6,3.0,86,5,78,0,3,2,True,True,True,True
Full Model,2,20,A,10.0,14,70.0,30.0,0.0,6,0,1,Very Easy,0.35848592240854177,0.48395599525153143,0.42857142857142855,3.0,93,7,84,1,3,3,True,True,True,True
Full Model,2,21,P,-10.0,7,66.66666666666667,33.333333333333336,0.0,6,0,1,Very Easy,0.34056162628811465,0.4597581954889548,1.0,3.0,96,3,86,0,1,2,True,True,True,True
Full Model,2,22,P,-10.0,13,63.63636363636363,36.36363636363637,0.0,24,18,1,Very Easy,0.3235335449737089,0.43677028571450704,0.5,3.0,102,6,91,0,2,4,True,True,True,True
Full Model,2,23,A,10.0,10,65.21739130434783,34.78260869565217,0.0,24,0,1,Very Easy,0.30735686772502346,0.4149317714287817,0.6,3.0,107,5,95,1,0,4,True,True,True,True
Full Model,2,24,P,-10.0,15,62.5,37.5,0.0,42,18,2,Easy,0.2919890243387723,0.3211879267726495,0.42857142857142855,3.0,114,7,102,0,3,4,True,True,True,True
Full Model,2,25,P,-10.0,9,60.0,40.0,0.0,60,18,3,Normal,0.27738957312183365,0.22191165849746694,0.75,3.0,118,4,105,0,2,2,True,True,True,True
Full Model,2,26,A,10.0,8,61.53846153846154,38.46153846153846,0.0,42,-18,2,Easy,0.263520094465742,0.2898721039123162,0.75,3.0,122,4,108,1,1,2,True,True,True,True
Full Model,2,27,P,-10.0,9,59.25925925925926,40.74074074074074,0.0,60,18,3,Normal,0.25034408974245487,0.2002752717939639,0.75,3.0,126,4,111,1,2,1,True,True,True,True
Full Model,2,28,A,10.0,6,60.714285714285715,39.285714285714285,0.0,60,0,3,Normal,0.2378268852553321,0.19026150820426568,1.0,3.0,129,3,113,1,0,2,True,True,True,True
Full Model,2,29,A,10.0,8,62.06896551724138,37.93103448275862,0.0,60,0,3,Normal,0.2259355409925655,0.1807484327940524,0.75,3.0,133,4,116,0,0,4,True,True,True,True
Full Model,2,30,A,10.0,8,63.333333333333336,36.666666666666664,0.0,60,0,3,Normal,0.2146387639429372,0.17171101115434978,0.75,3.0,137,4,119,0,1,3,True,True,True,True
Full Model,2,31,A,10.0,10,64.51612903225806,35.483870967741936,0.0,42,-18,2,Easy,0.20390682574579033,0.22429750832036938,0.6,3.0,142,5,123,3,0,2,True,True,True,True
Full Model,2,32,A,10.0,8,65.625,34.375,0.0,24,-18,1,Very Easy,0.1937114844585008,0.26151050401897613,0.75,3.0,146,4,127,0,1,3,True,True,True,True
Full Model,2,33,P,-10.0,7,63.63636363636363,36.36363636363637,0.0,42,18,2,Easy,0.18402591023557577,0.20242850125913336,1.0,3.0,149,3,129,0,1,2,True,True,True,True
Full Model,2,34,A,10.0,6,64.70588235294117,35.294117647058826,0.0,24,-18,1,Very Easy,0.17482461472379698,0.23601322987712595,1.0,3.0,152,3,131,1,0,2,True,True,True,True
Full Model,2,35,P,-10.0,9,62.857142857142854,37.142857142857146,0.0,24,0,1,Very Easy,0.16608338398760714,0.22421256838326964,0.75,3.0,156,4,134,0,1,3,True,True,True,True
Full Model,2,36,A,10.0,8,63.888888888888886,36.111111111111114,0.0,24,0,1,Very Easy,0.15777921478822676,0.21300193996410616,0.75,3.0,160,4,138,2,0,2,True,True,True,True
Full Model,2,37,A,10.0,12,64.86486486486487,35.13513513513514,0.0,6,-18,1,Very Easy,0.14989025404881542,0.20235184296590084,0.5,3.0,166,6,143,0,2,4,True,True,True,True
Full Model,2,38,P,-10.0,11,63.1578947368421,36.8421052631579,0.0,24,18,1,Very Easy,0.14239574134637464,0.19223425081760578,0.6,3.0,171,5,148,0,1,4,True,True,True,True
Full Model,2,39,A,10.0,10,64.1025641025641,35.8974358974359,0.0,24,0,1,Very Easy,0.1352759542790559,0.18262253827672548,0.6,3.0,176,5,152,1,2,2,True,True,True,True
Full Model,2,40,A,10.0,8,65.0,35.0,0.0,24,0,1,Very Easy,0.1285121565651031,0.17349141136288918,0.75,3.0,180,4,155,0,2,2,True,True,True,True
Full Model,2,41,P,-10.0,9,63.41463414634146,36.58536585365854,0.0,42,18,2,Easy,0.12208654873684793,0.13429520361053274,0.75,3.0,184,4,158,0,1,3,True,True,True,True
Full Model,2,42,P,-10.0,11,61.904761904761905,38.095238095238095,0.0,60,18,3,Normal,0.11598222130000553,0.09278577704000443,0.6,3.0,189,5,162,0,1,4,True,True,True,True
Full Model,2,43,A,10.0,8,62.7906976744186,37.2093023255814,0.0,42,-18,2,Easy,0.11018311023500525,0.12120142125850579,0.75,3.0,193,4,165,1,0,3,True,True,True,True
Full Model,2,44,A,10.0,8,63.63636363636363,36.36363636363637,0.0,42,0,2,Easy,0.10467395472325498,0.11514135019558049,0.75,3.0,197,4,168,1,0,3,True,True,True,True
Full Model,2,45,A,10.0,6,64.44444444444444,35.55555555555556,0.0,24,-18,1,Very Easy,0.09944025698709223,0.13424434693257453,1.0,3.0,200,3,170,1,0,2,True,True,True,True
Full Model,2,46,P,-10.0,9,63.04347826086956,36.95652173913044,0.0,42,18,2,Easy,0.09446824413773762,0.10391506855151139,0.75,3.0,204,4,172,0,1,3,True,True,True,True
Full Model,2,47,P,-10.0,7,61.702127659574465,38.297872340425535,0.0,60,18,3,Normal,0.08974483193085074,0.07179586554468059,1.0,3.0,207,3,174,0,0,3,True,True,True,True
Full Model,2,48,P,-10.0,7,60.416666666666664,39.583333333333336,0.0,60,0,3,Normal,0.0852575903343082,0.06820607226744656,1.0,3.0,210,3,175,0,0,3,True,True,True,True
Full Model,2,49,A,10.0,10,61.224489795918366,38.775510204081634,0.0,60,0,3,Normal,0.08099471081759278,0.06479576865407423,0.6,3.0,215,5,179,2,0,3,True,True,True,True
Full Model,2,50,P,-10.0,5,60.0,40.0,0.0,78,18,4,Hard,0.07694497527671314,0.05,1.5,3.0,217,2,180,0,0,2,True,True,True,True
Full Model,2,51,A,10.0,6,60.78431372549019,39.21568627450981,0.0,60,-18,3,Normal,0.07309772651287748,0.05847818121030199,1.0,3.0,220,3,182,3,0,0,True,True,True,True
Full Model,2,52,P,-10.0,9,59.61538461538461,40.38461538461539,0.0,60,0,3,Normal,0.0694428401872336,0.05555427214978688,0.75,3.0,224,4,185,2,0,2,True,True,True,True
