model,seed,episode,result,reward,move_count,agent_win_rate,player_win_rate,draw_rate,skill,skill_change,difficulty,difficulty_name,epsilon,effective_epsilon,avg_q_change,max_q_change,q_updates,episode_q_updates,learned_states,tactical_moves,epsilon_moves,q_policy_moves,use_q_learning,use_tactical,use_adaptive,use_epsilon
Full Model,1,48,A,10.0,10,45.833333333333336,54.166666666666664,0.0,42,-18,2,Easy,0.0852575903343082,0.09378334936773902,0.6,3.0,151,5,117,2,1,2,True,True,True,True
Full Model,1,49,P,-10.0,5,44.89795918367347,55.10204081632653,0.0,42,0,2,Easy,0.08099471081759278,0.08909418189935207,1.5,3.0,153,2,118,0,0,2,True,True,True,True
Full Model,1,50,P,-10.0,7,44.0,56.0,0.0,60,18,3,Normal,0.07694497527671314,0.061555980221370515,1.0,3.0,156,3,119,1,0,2,True,True,True,True
Full Model,1,51,P,-10.0,7,43.13725490196079,56.86274509803921,0.0,60,0,3,Normal,0.07309772651287748,0.05847818121030199,1.0,3.0,159,3,121,1,0,2,True,True,True,True
Full Model,1,52,P,-10.0,9,42.30769230769231,57.69230769230769,0.0,60,0,3,Normal,0.0694428401872336,0.05555427214978688,0.75,3.0,163,4,124,2,0,2,True,True,True,True
Full Model,1,53,P,-10.0,7,41.509433962264154,58.490566037735846,0.0,78,18,4,Hard,0.0659706981778719,0.05,1.0,3.0,166,3,125,1,0,2,True,True,True,True
Full Model,1,54,P,-10.0,5,40.74074074074074,59.25925925925926,0.0,78,0,4,Hard,0.0626721632689783,0.05,1.5,3.0,168,2,126,2,0,0,True,True,True,True
Full Model,1,55,P,-10.0,5,40.0,60.0,0.0,96,18,5,Expert,0.059538555105529384,0.05,1.5,3.0,170,2,127,1,0,1,True,True,True,True
Full Model,1,56,A,10.0,6,41.07142857142857,58.92857142857143,0.0,96,0,5,Expert,0.05656162735025291,0.05,1.0,3.0,173,3,129,3,0,0,True,True,True,True
Full Model,1,57,A,10.0,6,42.10526315789474,57.89473684210526,0.0,96,0,5,Expert,0.053733545982740265,0.05,1.0,3.0,176,3,131,3,0,0,True,True,True,True
Full Model,1,58,A,10.0,6,43.10344827586207,56.89655172413793,0.0,96,0,5,Expert,0.05104686868360325,0.05,0.970000147819519,2.1000003814697266,179,3,131,3,0,0,True,True,True,True
Full Model,1,59,A,10.0,8,44.067796610169495,55.932203389830505,0.0,78,-18,4,Hard,0.05,0.05,0.75,3.0,183,4,134,3,0,1,True,True,True,True
Full Model,1,60,P,-10.0,7,43.333333333333336,56.666666666666664,0.0,78,0,4,Hard,0.05,0.05,1.0,3.0,186,3,136,1,0,2,True,True,True,True
Full Model,1,61,A,10.0,6,44.26229508196721,55.73770491803279,0.0,60,-18,3,Normal,0.05,0.05,1.0,3.0,189,3,139,2,0,1,True,True,True,True
Full Model,1,62,A,10.0,10,45.16129032258065,54.83870967741935,0.0,42,-18,2,Easy,0.05,0.05500000000000001,0.6,3.0,194,5,143,3,0,2,True,True,True,True
Full Model,1,63,P,-10.0,7,44.44444444444444,55.55555555555556,0.0,42,0,2,Easy,0.05,0.05500000000000001,1.0,3.0,197,3,145,0,0,3,True,True,True,True
Full Model,1,64,P,-10.0,5,43.75,56.25,0.0,42,0,2,Easy,0.05,0.05500000000000001,1.5,3.0,199,2,146,0,0,2,True,True,True,True
Full Model,1,65,P,-10.0,7,43.07692307692308,56.92307692307692,0.0,42,0,2,Easy,0.05,0.05500000000000001,1.0,3.0,202,3,148,1,1,1,True,True,True,True
Full Model,1,66,P,-10.0,7,42.42424242424242,57.57575757575758,0.0,60,18,3,Normal,0.05,0.05,1.0,3.0,205,3,149,1,0,2,True,True,True,True
Full Model,1,67,P,-10.0,7,41.791044776119406,58.208955223880594,0.0,78,18,4,Hard,0.05,0.05,1.0,3.0,208,3,151,0,0,3,True,True,True,True
Full Model,1,68,P,-10.0,9,41.1764705882353,58.8235294117647,0.0,96,18,5,Expert,0.05,0.05,0.75,3.0,212,4,154,3,0,1,True,True,True,True
Full Model,1,69,P,-10.0,7,40.57971014492754,59.42028985507246,0.0,100,4,5,Expert,0.05,0.05,1.0,3.0,215,3,156,2,0,1,True,True,True,True
Full Model,1,70,A,10.0,6,41.42857142857143,58.57142857142857,0.0,96,-4,5,Expert,0.05,0.05,1.0,3.0,218,3,158,3,0,0,True,True,True,True
Full Model,1,71,P,-10.0,5,40.84507042253521,59.15492957746479,0.0,100,4,5,Expert,0.05,0.05,1.5,3.0,220,2,159,1,0,1,True,True,True,True
Full Model,1,72,A,10.0,6,41.666666666666664,58.333333333333336,0.0,100,0,5,Expert,0.05,0.05,1.0,3.0,223,3,161,3,0,0,True,True,True,True
Full Model,1,73,P,-10.0,7,41.0958904109589,58.9041095890411,0.0,100,0,5,Expert,0.05,0.05,1.0,3.0,226,3,161,3,0,0,True,True,True,True
Full Model,1,74,A,10.0,6,41.891891891891895,58.108108108108105,0.0,96,-4,5,Expert,0.05,0.05,1.0,3.0,229,3,163,3,0,0,True,True,True,True
Full Model,1,75,A,10.0,6,42.666666666666664,57.333333333333336,0.0,78,-18,4,Hard,0.05,0.05,1.0,3.0,232,3,165,3,0,0,True,True,True,True
Full Model,1,76,A,10.0,6,43.421052631578945,56.578947368421055,0.0,60,-18,3,Normal,0.05,0.05,1.0,3.0,235,3,167,3,0,0,True,True,True,True
Full Model,1,77,P,-10.0,5,42.857142857142854,57.142857142857146,0.0,60,0,3,Normal,0.05,0.05,1.5,3.0,237,2,168,0,0,2,True,True,True,True
Full Model,1,78,P,-10.0,5,42.30769230769231,57.69230769230769,0.0,60,0,3,Normal,0.05,0.05,1.5,3.0,239,2,169,0,0,2,True,True,True,True
Full Model,1,79,P,-10.0,7,41.77215189873418,58.22784810126582,0.0,60,0,3,Normal,0.05,0.05,1.0,3.0,242,3,171,1,0,2,True,True,True,True
Full Model,1,80,P,-10.0,7,41.25,58.75,0.0,78,18,4,Hard,0.05,0.05,1.0,3.0,245,3,173,1,0,2,True,True,True,True
Full Model,1,81,P,-10.0,7,40.74074074074074,59.25925925925926,0.0,78,0,4,Hard,0.05,0.05,1.0,3.0,248,3,175,1,1,1,True,True,True,True
Full Model,1,82,A,10.0,8,41.46341463414634,58.53658536585366,0.0,78,0,4,Hard,0.05,0.05,0.75,3.0,252,4,178,3,0,1,True,True,True,True
Full Model,1,83,A,10.0,6,42.16867469879518,57.83132530120482,0.0,60,-18,3,Normal,0.05,0.05,1.0,3.0,255,3,180,3,0,0,True,True,True,True
Full Model,1,84,P,-10.0,5,41.666666666666664,58.333333333333336,0.0,78,18,4,Hard,0.05,0.05,1.5,3.0,257,2,181,1,0,1,True,True,True,True
Full Model,1,85,P,-10.0,7,41.1764705882353,58.8235294117647,0.0,96,18,5,Expert,0.05,0.05,1.0,3.0,260,3,183,2,0,1,True,True,True,True
Full Model,1,86,A,10.0,6,41.86046511627907,58.13953488372093,0.0,96,0,5,Expert,0.05,0.05,1.0,3.0,263,3,185,3,0,0,True,True,True,True
Full Model,1,87,A,10.0,6,42.52873563218391,57.47126436781609,0.0,78,-18,4,Hard,0.05,0.05,1.0,3.0,266,3,187,3,0,0,True,True,True,True
Full Model,1,88,A,10.0,6,43.18181818181818,56.81818181818182,0.0,60,-18,3,Normal,0.05,0.05,1.0,3.0,269,3,189,3,0,0,True,True,True,True
Full Model,1,89,P,-10.0,7,42.69662921348315,57.30337078651685,0.0,60,0,3,Normal,0.05,0.05,1.0,3.0,272,3,190,1,1,1,True,True,True,True
Full Model,1,90,P,-10.0,5,42.22222222222222,57.77777777777778,0.0,60,0,3,Normal,0.05,0.05,1.5,3.0,274,2,191,0,0,2,True,True,True,True
Full Model,1,91,P,-10.0,5,41.75824175824176,58.24175824175824,0.0,60,0,3,Normal,0.05,0.05,1.5,3.0,276,2,192,0,0,2,True,True,True,True
Full Model,1,92,P,-10.0,9,41.30434782608695,58.69565217391305,0.0,78,18,4,Hard,0.05,0.05,0.75,3.0,280,4,195,1,0,3,True,True,True,True
Full Model,1,93,A,10.0,6,41.935483870967744,58.064516129032256,0.0,78,0,4,Hard,0.05,0.05,1.0,3.0,283,3,196,3,0,0,True,True,True,True
Full Model,1,94,P,-10.0,7,41.48936170212766,58.51063829787234,0.0,78,0,4,Hard,0.05,0.05,1.0,3.0,286,3,198,3,0,0,True,True,True,True
Full Model,1,95,P,-10.0,7,41.05263157894737,58.94736842105263,0.0,78,0,4,Hard,0.05,0.05,1.0,3.0,289,3,200,3,0,0,True,True,True,True
Full Model,1,96,A,10.0,8,41.666666666666664,58.333333333333336,0.0,78,0,4,Hard,0.05,0.05,0.75,3.0,293,4,203,2,0,2,True,True,True,True
Full Model,1,97,P,-10.0,9,41.23711340206186,58.76288659793814,0.0,96,18,5,Expert,0.05,0.05,0.75,3.0,297,4,206,4,0,0,True,True,True,True
Full Model,1,98,A,10.0,6,41.83673469387755,58.16326530612245,0.0,96,0,5,Expert,0.05,0.05,1.0,3.0,300,3,208,3,0,0,True,True,True,True
Full Model,1,99,A,10.0,6,42.42424242424242,57.57575757575758,0.0,78,-18,4,Hard,0.05,0.05,1.0,3.0,303,3,210,3,0,0,True,True,True,True
Full Model,1,100,P,-10.0,7,42.0,58.0,0.0,78,0,4,Hard,0.05,0.05,1.0,3.0,306,3,212,0,0,3,True,True,True,True
Full Model,2,1,P,-10.0,7,0.0,100.0,0.0,60,10,1,Very Easy,0.95,1.0,1.0,3.0,3,3,3,0,3,0,True,True,True,True
Full Model,2,2,P,-10.0,7,0.0,100.0,0.0,70,10,1,Very Easy,0.9025,1.0,1.0,3.0,6,3,6,0,3,0,True,True,True,True
Full Model,2,3,P,-10.0,11,0.0,100.0,0.0,80,10,5,Expert,0.8573749999999999,0.21434374999999997,0.6,3.0,11,5,11,0,5,0,True,True,True,True
Full Model,2,4,P,-10.0,5,0.0,100.0,0.0,90,10,5,Expert,0.8145062499999999,0.20362656249999997,1.5,3.0,13,2,13,2,0,0,True,True,True,True
Full Model,2,5,A,10.0,8,20.0,80.0,0.0,82,-8,5,Expert,0.7737809374999999,0.19344523437499997,0.75,3.0,17,4,17,3,0,1,True,True,True,True
Full Model,2,6,A,10.0,8,33.333333333333336,66.66666666666667,0.0,74,-8,4,Hard,0.7350918906249998,0.3675459453124999,0.75,3.0,21,4,21,4,0,0,True,True,True,True
Full Model,2,7,A,10.0,8,42.857142857142854,57.142857142857146,0.0,66,-8,4,Hard,0.6983372960937497,0.34916864804687486,0.75,3.0,25,4,25,1,1,2,True,True,True,True
Full Model,2,8,A,10.0,6,50.0,50.0,0.0,58,-8,3,Normal,0.6634204312890623,0.5307363450312498,1.0,3.0,28,3,28,3,0,0,True,True,True,True
Full Model,2,9,P,-10.0,11,44.44444444444444,55.55555555555556,0.0,68,10,4,Hard,0.6302494097246091,0.31512470486230454,0.6,3.0,33,5,33,2,2,1,True,True,True,True
Full Model,2,10,A,10.0,8,50.0,50.0,0.0,60,-8,3,Normal,0.5987369392383786,0.4789895513907029,0.75,3.0,37,4,37,2,2,0,True,True,True,True
Full Model,2,11,A,10.0,8,54.54545454545455,45.45454545454545,0.0,42,-18,2,Easy,0.5688000922764596,0.6256801015041056,0.75,3.0,41,4,40,2,2,0,True,True,True,True
Full Model,2,12,P,-10.0,9,50.0,50.0,0.0,42,0,2,Easy,0.5403600876626365,0.5943960964289002,0.75,3.0,45,4,43,0,3,1,True,True,True,True
Full Model,2,13,P,-10.0,7,46.15384615384615,53.84615384615385,0.0,42,0,2,Easy,0.5133420832795047,0.5646762916074552,1.0,3.0,48,3,45,1,1,1,True,True,True,True
Full Model,2,14,P,-10.0,5,42.857142857142854,57.142857142857146,0.0,42,0,2,Easy,0.48767497911552943,0.5364424770270824,1.5,3.0,50,2,47,0,2,0,True,True,True,True
Full Model,2,15,P,-10.0,9,40.0,60.0,0.0,60,18,3,Normal,0.46329123015975293,0.3706329841278024,0.75,3.0,54,4,51,1,2,1,True,True,True,True
Full Model,2,16,P,-10.0,7,37.5,62.5,0.0,78,18,4,Hard,0.44012666865176525,0.22006333432588263,1.0,3.0,57,3,54,2,0,1,True,True,True,True
Full Model,2,17,A,10.0,6,41.1764705882353,58.8235294117647,0.0,78,0,4,Hard,0.41812033521917696,0.20906016760958848,1.0,3.0,60,3,56,3,0,0,True,True,True,True
Full Model,2,18,A,10.0,6,44.44444444444444,55.55555555555556,0.0,78,0,4,Hard,0.3972143184582181,0.19860715922910904,1.0,3.0,63,3,58,3,0,0,True,True,True,True
Full Model,2,19,P,-10.0,5,42.10526315789474,57.89473684210526,0.0,78,0,4,Hard,0.37735360253530714,0.18867680126765357,1.5,3.0,65,2,59,1,0,1,True,True,True,True
Full Model,2,20,A,10.0,8,45.0,55.0,0.0,78,0,4,Hard,0.35848592240854177,0.17924296120427088,0.75,3.0,69,4,62,4,0,0,True,True,True,True
Full Model,2,21,P,-10.0,5,42.857142857142854,57.142857142857146,0.0,96,18,5,Expert,0.34056162628811465,0.08514040657202866,1.5,3.0,71,2,63,1,0,1,True,True,True,True
Full Model,2,22,P,-10.0,5,40.90909090909091,59.09090909090909,0.0,96,0,5,Expert,0.3235335449737089,0.08088338624342722,1.5,3.0,73,2,64,2,0,0,True,True,True,True
Full Model,2,23,A,10.0,6,43.47826086956522,56.52173913043478,0.0,78,-18,4,Hard,0.30735686772502346,0.15367843386251173,1.0,3.0,76,3,66,3,0,0,True,True,True,True
Full Model,2,24,A,10.0,6,45.833333333333336,54.166666666666664,0.0,60,-18,3,Normal,0.2919890243387723,0.23359121947101782,1.0,3.0,79,3,68,3,0,0,True,True,True,True
Full Model,2,25,P,-10.0,5,44.0,56.0,0.0,60,0,3,Normal,0.27738957312183365,0.22191165849746694,1.5,3.0,81,2,69,0,1,1,True,True,True,True
Full Model,2,26,P,-10.0,7,42.30769230769231,57.69230769230769,0.0,60,0,3,Normal,0.263520094465742,0.2108160755725936,1.0,3.0,84,3,71,2,1,0,True,True,True,True
Full Model,2,27,P,-10.0,7,40.74074074074074,59.25925925925926,0.0,78,18,4,Hard,0.25034408974245487,0.12517204487122743,1.0,3.0,87,3,74,1,2,0,True,True,True,True
Full Model,2,28,A,10.0,6,42.857142857142854,57.142857142857146,0.0,78,0,4,Hard,0.2378268852553321,0.11891344262766605,1.0,3.0,90,3,77,3,0,0,True,True,True,True
Full Model,2,29,A,10.0,6,44.827586206896555,55.172413793103445,0.0,60,-18,3,Normal,0.2259355409925655,0.1807484327940524,1.0,3.0,93,3,79,3,0,0,True,True,True,True
Full Model,2,30,P,-10.0,5,43.333333333333336,56.666666666666664,0.0,78,18,4,Hard,0.2146387639429372,0.1073193819714686,1.5,3.0,95,2,80,1,0,1,True,True,True,True
Full Model,2,31,A,10.0,8,45.16129032258065,54.83870967741935,0.0,60,-18,3,Normal,0.20390682574579033,0.16312546059663227,0.75,3.0,99,4,83,3,0,1,True,True,True,True
Full Model,2,32,P,-10.0,7,43.75,56.25,0.0,60,0,3,Normal,0.1937114844585008,0.15496918756680067,1.0,3.0,102,3,85,0,0,3,True,True,True,True
Full Model,2,33,A,10.0,6,45.45454545454545,54.54545454545455,0.0,60,0,3,Normal,0.18402591023557577,0.14722072818846063,0.970000147819519,2.1000003814697266,105,3,86,2,0,1,True,True,True,True
Full Model,2,34,P,-10.0,7,44.11764705882353,55.88235294117647,0.0,78,18,4,Hard,0.17482461472379698,0.08741230736189849,1.0,3.0,108,3,88,1,0,2,True,True,True,True
Full Model,2,35,P,-10.0,7,42.857142857142854,57.142857142857146,0.0,78,0,4,Hard,0.16608338398760714,0.08304169199380357,1.0,3.0,111,3,90,1,0,2,True,True,True,True
Full Model,2,36,A,10.0,8,44.44444444444444,55.55555555555556,0.0,60,-18,3,Normal,0.15777921478822676,0.1262233718305814,0.75,3.0,115,4,93,3,0,1,True,True,True,True
Full Model,2,37,P,-10.0,5,43.24324324324324,56.75675675675676,0.0,60,0,3,Normal,0.14989025404881542,0.11991220323905234,1.5,3.0,117,2,94,0,0,2,True,True,True,True
Full Model,2,38,P,-10.0,5,42.10526315789474,57.89473684210526,0.0,78,18,4,Hard,0.14239574134637464,0.07119787067318732,1.5,3.0,119,2,95,0,0,2,True,True,True,True
Full Model,2,39,P,-10.0,7,41.02564102564103,58.97435897435897,0.0,96,18,5,Expert,0.1352759542790559,0.05,1.0,3.0,122,3,97,2,1,0,True,True,True,True
Full Model,2,40,A,10.0,6,42.5,57.5,0.0,78,-18,4,Hard,0.1285121565651031,0.06425607828255155,1.0,3.0,125,3,99,3,0,0,True,True,True,True
Full Model,2,41,A,10.0,6,43.90243902439025,56.09756097560975,0.0,78,0,4,Hard,0.12208654873684793,0.061043274368423966,1.0,3.0,128,3,100,3,0,0,True,True,True,True
Full Model,2,42,P,-10.0,11,42.857142857142854,57.142857142857146,0.0,78,0,4,Hard,0.11598222130000553,0.057991110650002765,0.6,3.0,133,5,104,3,0,2,True,True,True,True
Full Model,2,43,P,-10.0,11,41.86046511627907,58.13953488372093,0.0,96,18,5,Expert,0.11018311023500525,0.05,0.6,3.0,138,5,108,2,0,3,True,True,True,True
Full Model,2,44,A,10.0,6,43.18181818181818,56.81818181818182,0.0,78,-18,4,Hard,0.10467395472325498,0.05233697736162749,1.0,3.0,141,3,110,3,0,0,True,True,True,True
Full Model,2,45,A,10.0,10,44.44444444444444,55.55555555555556,0.0,60,-18,3,Normal,0.09944025698709223,0.0795522055896738,0.6,3.0,146,5,114,4,0,1,True,True,True,True
Full Model,2,46,P,-10.0,7,43.47826086956522,56.52173913043478,0.0,78,18,4,Hard,0.09446824413773762,0.05,1.0,3.0,149,3,117,2,0,1,True,True,True,True
Full Model,2,47,A,10.0,6,44.680851063829785,55.319148936170215,0.0,60,-18,3,Normal,0.08974483193085074,0.07179586554468059,1.0,3.0,152,3,118,3,0,0,True,True,True,True
Full Model,2,48,P,-10.0,7,43.75,56.25,0.0,60,0,3,Normal,0.0852575903343082,0.06820607226744656,1.0,3.0,155,3,120,1,0,2,True,True,True,True
Full Model,2,49,P,-10.0,9,42.857142857142854,57.142857142857146,0.0,60,0,3,Normal,0.08099471081759278,0.06479576865407423,0.75,3.0,159,4,123,1,0,3,True,True,True,True
Full Model,2,50,P,-10.0,5,42.0,58.0,0.0,78,18,4,Hard,0.07694497527671314,0.05,1.5,3.0,161,2,124,0,0,2,True,True,True,True
Full Model,2,51,A,10.0,6,43.13725490196079,56.86274509803921,0.0,78,0,4,Hard,0.07309772651287748,0.05,1.0,3.0,164,3,126,3,0,0,True,True,True,True
Full Model,2,52,P,-10.0,7,42.30769230769231,57.69230769230769,0.0,78,0,4,Hard,0.0694428401872336,0.05,1.0,3.0,167,3,128,2,0,1,True,True,True,True
Full Model,2,53,P,-10.0,7,41.509433962264154,58.490566037735846,0.0,78,0,4,Hard,0.0659706981778719,0.05,1.0,3.0,170,3,130,2,0,1,True,True,True,True
Full Model,2,54,A,10.0,6,42.592592592592595,57.407407407407405,0.0,78,0,4,Hard,0.0626721632689783,0.05,1.0,3.0,173,3,132,3,0,0,True,True,True,True
