model,seed,episode,result,reward,move_count,agent_win_rate,player_win_rate,draw_rate,skill,skill_change,difficulty,difficulty_name,epsilon,effective_epsilon,avg_q_change,max_q_change,q_updates,episode_q_updates,learned_states,tactical_moves,epsilon_moves,q_policy_moves,use_q_learning,use_tactical,use_adaptive,use_epsilon
Full Model,1,62,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.05,0.05,0.17647361755371094,0.3529472351074219,124,2,21,2,0,0,True,True,True,True
Full Model,1,63,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.05,0.05,0.7349998950958252,1.4699997901916504,126,2,21,2,0,0,True,True,True,True
Full Model,1,64,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.05,0.05,0.12353134155273438,0.24706268310546875,128,2,21,2,0,0,True,True,True,True
Full Model,1,65,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.05,0.05,0.5144999027252197,1.0289998054504395,130,2,21,2,0,0,True,True,True,True
Full Model,1,66,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.05,0.05,0.5144999027252197,1.0289998054504395,132,2,21,2,0,0,True,True,True,True
Full Model,1,67,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.05,0.05,0.3601498603820801,0.7202997207641602,134,2,21,2,0,0,True,True,True,True
Full Model,1,68,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.05,0.05,0.7349998950958252,1.4699997901916504,136,2,21,1,0,1,True,True,True,True
Full Model,1,69,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.05,0.05,0.3601498603820801,0.7202997207641602,138,2,21,2,0,0,True,True,True,True
Full Model,1,70,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.05,0.05,0.5144999027252197,1.0289998054504395,140,2,21,2,0,0,True,True,True,True
Full Model,1,71,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.05,0.05,0.5144999027252197,1.0289998054504395,142,2,21,2,0,0,True,True,True,True
Full Model,1,72,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.05,0.05,0.12353134155273438,0.24706268310546875,144,2,21,2,0,0,True,True,True,True
Full Model,1,73,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.05,0.05,0.5144999027252197,1.0289998054504395,146,2,21,2,0,0,True,True,True,True
Full Model,1,74,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.05,0.05,0.3601498603820801,0.7202997207641602,148,2,21,2,0,0,True,True,True,True
Full Model,1,75,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.05,0.05,1.0500001907348633,2.1000003814697266,150,2,21,1,1,0,True,True,True,True
Full Model,1,76,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.05,0.05,0.2521052360534668,0.5042104721069336,152,2,21,2,0,0,True,True,True,True
Full Model,1,77,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.05,0.05,0.3601498603820801,0.7202997207641602,154,2,21,2,0,0,True,True,True,True
Full Model,1,78,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.05,0.05,1.5,3.0,156,2,21,1,0,1,True,True,True,True
Full Model,1,79,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.05,0.05,1.5,3.0,158,2,21,1,0,1,True,True,True,True
Full Model,1,80,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.05,0.05,1.5,3.0,160,2,22,1,0,1,True,True,True,True
Full Model,1,81,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.05,0.05,0.17647361755371094,0.3529472351074219,162,2,22,2,0,0,True,True,True,True
Full Model,1,82,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.05,0.05,0.2521052360534668,0.5042104721069336,164,2,22,2,0,0,True,True,True,True
Full Model,1,83,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.05,0.05,0.12353134155273438,0.24706268310546875,166,2,22,2,0,0,True,True,True,True
Full Model,1,84,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.05,0.05,0.2521052360534668,0.5042104721069336,168,2,22,2,0,0,True,True,True,True
Full Model,1,85,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.05,0.05,1.0500001907348633,2.1000003814697266,170,2,22,2,0,0,True,True,True,True
Full Model,1,86,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.05,0.05,0.2521052360534668,0.5042104721069336,172,2,22,2,0,0,True,True,True,True
Full Model,1,87,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.05,0.05,1.5,3.0,174,2,22,1,0,1,True,True,True,True
Full Model,1,88,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.05,0.05,1.5,3.0,176,2,22,1,0,1,True,True,True,True
Full Model,1,89,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.05,0.05,0.0864720344543457,0.1729440689086914,178,2,22,2,0,0,True,True,True,True
Full Model,1,90,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.05,0.05,0.17647361755371094,0.3529472351074219,180,2,22,1,0,1,True,True,True,True
Full Model,1,91,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.05,0.05,1.5,3.0,182,2,22,1,0,1,True,True,True,True
Full Model,1,92,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.05,0.05,0.3601498603820801,0.7202997207641602,184,2,22,2,0,0,True,True,True,True
Full Model,1,93,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.05,0.05,0.17647361755371094,0.3529472351074219,186,2,22,2,0,0,True,True,True,True
Full Model,1,94,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.05,0.05,0.17647361755371094,0.3529472351074219,188,2,22,2,0,0,True,True,True,True
Full Model,1,95,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.05,0.05,0.2521052360534668,0.5042104721069336,190,2,22,2,0,0,True,True,True,True
Full Model,1,96,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.05,0.05,0.17647361755371094,0.3529472351074219,192,2,22,2,0,0,True,True,True,True
Full Model,1,97,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.05,0.05,0.2521052360534668,0.5042104721069336,194,2,22,2,0,0,True,True,True,True
Full Model,1,98,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.05,0.05,0.7349998950958252,1.4699997901916504,196,2,22,2,0,0,True,True,True,True
Full Model,1,99,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.05,0.05,0.12353134155273438,0.24706268310546875,198,2,22,2,0,0,True,True,True,True
Full Model,1,100,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.05,0.05,0.12353134155273438,0.24706268310546875,200,2,22,2,0,0,True,True,True,True
Full Model,2,1,P,-10.0,5,0.0,100.0,0.0,60,10,1,Very Easy,0.95,1.0,1.5,3.0,2,2,2,0,2,0,True,True,True,True
Full Model,2,2,P,-10.0,5,0.0,100.0,0.0,70,10,1,Very Easy,0.9025,1.0,1.5,3.0,4,2,4,0,2,0,True,True,True,True
Full Model,2,3,P,-10.0,5,0.0,100.0,0.0,80,10,5,Expert,0.8573749999999999,0.21434374999999997,1.5,3.0,6,2,6,0,2,0,True,True,True,True
Full Model,2,4,P,-10.0,5,0.0,100.0,0.0,90,10,5,Expert,0.8145062499999999,0.20362656249999997,1.5,3.0,8,2,8,2,0,0,True,True,True,True
Full Model,2,5,P,-10.0,5,0.0,100.0,0.0,100,10,5,Expert,0.7737809374999999,0.19344523437499997,1.5,3.0,10,2,9,2,0,0,True,True,True,True
Full Model,2,6,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.7350918906249998,0.18377297265624995,1.5,3.0,12,2,9,1,0,1,True,True,True,True
Full Model,2,7,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.6983372960937497,0.17458432402343743,1.5,3.0,14,2,10,1,0,1,True,True,True,True
Full Model,2,8,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.6634204312890623,0.16585510782226556,1.5,3.0,16,2,11,2,0,0,True,True,True,True
Full Model,2,9,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.6302494097246091,0.15756235243115227,1.5,3.0,18,2,11,2,0,0,True,True,True,True
Full Model,2,10,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.5987369392383786,0.14968423480959464,1.5,3.0,20,2,12,2,0,0,True,True,True,True
Full Model,2,11,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.5688000922764596,0.1422000230691149,1.5,3.0,22,2,13,1,0,1,True,True,True,True
Full Model,2,12,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.5403600876626365,0.13509002191565914,1.0500001907348633,2.1000003814697266,24,2,13,2,0,0,True,True,True,True
Full Model,2,13,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.5133420832795047,0.12833552081987618,1.5,3.0,26,2,14,2,0,0,True,True,True,True
Full Model,2,14,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.48767497911552943,0.12191874477888236,1.5,3.0,28,2,15,2,0,0,True,True,True,True
Full Model,2,15,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.46329123015975293,0.11582280753993823,1.5,3.0,30,2,16,1,1,0,True,True,True,True
Full Model,2,16,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.44012666865176525,0.11003166716294131,1.5,3.0,32,2,17,2,0,0,True,True,True,True
Full Model,2,17,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.41812033521917696,0.10453008380479424,1.0500001907348633,2.1000003814697266,34,2,17,2,0,0,True,True,True,True
Full Model,2,18,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.3972143184582181,0.09930357961455452,1.0500001907348633,2.1000003814697266,36,2,17,2,0,0,True,True,True,True
Full Model,2,19,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.37735360253530714,0.09433840063382679,1.5,3.0,38,2,18,2,0,0,True,True,True,True
Full Model,2,20,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.35848592240854177,0.08962148060213544,1.0500001907348633,2.1000003814697266,40,2,18,2,0,0,True,True,True,True
Full Model,2,21,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.34056162628811465,0.08514040657202866,0.7349998950958252,1.4699997901916504,42,2,18,2,0,0,True,True,True,True
Full Model,2,22,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.3235335449737089,0.08088338624342722,1.0500001907348633,2.1000003814697266,44,2,18,2,0,0,True,True,True,True
Full Model,2,23,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.30735686772502346,0.07683921693125587,1.0500001907348633,2.1000003814697266,46,2,18,2,0,0,True,True,True,True
Full Model,2,24,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.2919890243387723,0.07299725608469307,1.0500001907348633,2.1000003814697266,48,2,18,2,0,0,True,True,True,True
Full Model,2,25,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.27738957312183365,0.06934739328045841,1.5,3.0,50,2,19,2,0,0,True,True,True,True
Full Model,2,26,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.263520094465742,0.0658800236164355,0.7349998950958252,1.4699997901916504,52,2,19,2,0,0,True,True,True,True
Full Model,2,27,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.25034408974245487,0.06258602243561372,0.7349998950958252,1.4699997901916504,54,2,19,2,0,0,True,True,True,True
Full Model,2,28,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.2378268852553321,0.059456721313833026,0.7349998950958252,1.4699997901916504,56,2,19,2,0,0,True,True,True,True
Full Model,2,29,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.2259355409925655,0.05648388524814137,1.0500001907348633,2.1000003814697266,58,2,19,2,0,0,True,True,True,True
Full Model,2,30,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.2146387639429372,0.0536596909857343,1.5,3.0,60,2,19,1,0,1,True,True,True,True
Full Model,2,31,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.20390682574579033,0.05097670643644758,0.7349998950958252,1.4699997901916504,62,2,19,2,0,0,True,True,True,True
Full Model,2,32,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.1937114844585008,0.05,0.5144999027252197,1.0289998054504395,64,2,19,2,0,0,True,True,True,True
Full Model,2,33,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.18402591023557577,0.05,0.5144999027252197,1.0289998054504395,66,2,19,2,0,0,True,True,True,True
Full Model,2,34,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.17482461472379698,0.05,0.5144999027252197,1.0289998054504395,68,2,19,2,0,0,True,True,True,True
Full Model,2,35,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.16608338398760714,0.05,0.7349998950958252,1.4699997901916504,70,2,19,2,0,0,True,True,True,True
Full Model,2,36,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.15777921478822676,0.05,1.0500001907348633,2.1000003814697266,72,2,19,2,0,0,True,True,True,True
Full Model,2,37,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.14989025404881542,0.05,1.5,3.0,74,2,19,1,0,1,True,True,True,True
Full Model,2,38,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.14239574134637464,0.05,0.3601498603820801,0.7202997207641602,76,2,19,2,0,0,True,True,True,True
Full Model,2,39,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.1352759542790559,0.05,0.3601498603820801,0.7202997207641602,78,2,19,2,0,0,True,True,True,True
Full Model,2,40,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.1285121565651031,0.05,0.5144999027252197,1.0289998054504395,80,2,19,2,0,0,True,True,True,True
Full Model,2,41,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.12208654873684793,0.05,0.3601498603820801,0.7202997207641602,82,2,19,2,0,0,True,True,True,True
Full Model,2,42,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.11598222130000553,0.05,0.2521052360534668,0.5042104721069336,84,2,19,2,0,0,True,True,True,True
Full Model,2,43,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.11018311023500525,0.05,0.5144999027252197,1.0289998054504395,86,2,19,2,0,0,True,True,True,True
Full Model,2,44,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.10467395472325498,0.05,1.0500001907348633,2.1000003814697266,88,2,19,2,0,0,True,True,True,True
Full Model,2,45,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.09944025698709223,0.05,0.2521052360534668,0.5042104721069336,90,2,19,2,0,0,True,True,True,True
Full Model,2,46,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.09446824413773762,0.05,0.7349998950958252,1.4699997901916504,92,2,19,2,0,0,True,True,True,True
Full Model,2,47,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.08974483193085074,0.05,0.5144999027252197,1.0289998054504395,94,2,19,2,0,0,True,True,True,True
Full Model,2,48,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.0852575903343082,0.05,0.2521052360534668,0.5042104721069336,96,2,19,2,0,0,True,True,True,True
Full Model,2,49,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.08099471081759278,0.05,1.5,3.0,98,2,19,1,0,1,True,True,True,True
Full Model,2,50,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.07694497527671314,0.05,0.17647361755371094,0.3529472351074219,100,2,19,2,0,0,True,True,True,True
Full Model,2,51,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.07309772651287748,0.05,0.3601498603820801,0.7202997207641602,102,2,19,2,0,0,True,True,True,True
Full Model,2,52,P,-10.0,7,0.0,100.0,0.0,100,0,5,Expert,0.0694428401872336,0.05,1.0,3.0,105,3,21,2,0,1,True,True,True,True
Full Model,2,53,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.0659706981778719,0.05,1.0500001907348633,2.1000003814697266,107,2,21,2,0,0,True,True,True,True
Full Model,2,54,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.0626721632689783,0.05,0.7349998950958252,1.4699997901916504,109,2,21,2,0,0,True,True,True,True
Full Model,2,55,P,-10.0,5,0.0,100.0,0.0,100,0,5,Expert,0.059538555105529384,0.05,0.7349998950958252,1.4699997901916504,111,2,21,2,0,0,True,True,True,True
